event_id,timestamp,pilot_id,region_code,catchment_code,village_code,rainfall_mm_30m,rainfall_mm_1h,rainfall_mm_3h,rainfall_mm_6h,rainfall_mm_24h,rainfall_mm_3d,rainfall_mm_7d,wetness_value,wetness_unit,water_level_m,slope_state,hazard_label,label_confidence,label_window_start,label_window_end,location_precision,location_uncertain,source_id,source_type,source_timestamp,provenance_status
HP_MANDI_PANDOH_FLOOD_2023_07,2023-07-07T00:00:00Z,HP_MANDI_PANDOH_CORRIDOR,HP_MANDI,,,,,,,,,,,,,,FLOOD,1.0,2023-07-07T00:00:00Z,2023-07-11T23:59:59.999999Z,Pandoh settlement centroid,True,HP_MANDI_PANDOH_FLOOD_2023_07,verified_event_inventory,2023-07-07T00:00:00Z,REPORTED_VERIFIED
HP_MANDI_TARNA_LANDSLIDE_2023_08_14,2023-08-14T00:00:00Z,HP_MANDI_PANDOH_CORRIDOR,HP_MANDI,,,,,,,,,,,,,,LANDSLIDE,1.0,2023-08-14T00:00:00Z,2023-08-14T23:59:59.999999Z,Mandi settlement centroid; Tarna Hill event location represented approximately,True,HP_MANDI_TARNA_LANDSLIDE_2023_08_14,verified_event_inventory,2023-08-14T00:00:00Z,REPORTED_VERIFIED
